Thu,Ngay,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,Holiday,Week number
CN,02/13/11,1171.82,1120.85,1088.7,1062.54,1064.7,1067.8,1119.2,1251.5,1358.37,1431.03,1474.5,1398.3,1422.2,1444.4,1446.4,1476.7,1448.3,1560.8,1613.7,1590.8,1603.4,1519.8,1331.3,1207,0,6
2,02/14/11,1064,1047.5,1032.2,1043.9,1055,1164,1375.75,1828.8,2011.2,2072.4,2080.2,1931.1,2041.6,2158.33,2182.58,2151.07,1960.25,1887.68,1905.2,1852.9,1801.2,1702,1563.6,1405.5,0,7
3,02/15/11,1306.3,1254.1,1208,1208.9,1218.7,1291.9,1477.7,1894.9,2019.4,2090.6,2105.9,1952.8,2045.1,2207.26,2234.1,2215.4,2032.89,1935.5,1997.27,1928.03,1925.95,1781.4,1605.6,1438.78,0,7
4,02/16/11,1335.81,1294.88,1229.25,1225.8,1237.4,1319.55,1480.2,1925.9,2064.3,2154.5,2110.7,1908.3,2020,2220.1,2257.9,2247.4,2032.2,1961,1981.1,1937.2,1905.2,1789.2,1598.9,1457.9,0,7
5,02/17/11,1339.1,1266,1248.5,1242,1253.4,1325.9,1475.3,1861.93,2089.27,2159.31,2152.13,1973.5,2057.05,2243,2273.2,2245.6,2058.1,1959.1,1987.8,1947.2,1931.2,1810.1,1612.2,1460.8,0,7
6,02/18/11,1352.6,1261,1266.6,1252.9,1257.8,1336.7,1515.3,1986.8,2141.9,2189.1,2148.4,2020.9,2114.6,2286.9,2289.2,2276.9,2082.2,2002.2,2031.9,1984.33,1948.99,1837.2,1671.5,1492.82,0,7
7,02/19/11,1325.2,1341.1,1301.2,1291.5,1278.6,1333.3,1490.9,1890.48,2061.57,2132.518889,2212.166667,1958.422222,2043,2132.6,2098.7,2094.922222,1915.866667,1834.855556,1840.533333,1860.5,1852.188889,1794.2,1646.9,1479.84,0,7
CN,02/20/11,1286.3,1310,1251.9,1221.5,1234.7,1235.3,1273,1424.25,1515.47,1612.84,1642.43,1538.91,1562.4,1609.4,1595.2,1604.8,1505.1,1631.7,1683.19,1703.7,1721.29,1672.5,1504.5,1337.97,0,7
2,02/21/11,1255.4,1205.26,1166.67,1158.45,1189.7,1271.75,1450.75,1942.7,2052,2112.2,2125.3,1840.9,2052.6,2279.5,2288.4,2246.9,2053.9,2008.5,2048.7,2014.3,1989.9,1862.3,1680.8,1509,0,8
3,02/22/11,1386,1331.5,1296,1289.4,1299.8,1378.1,1541.8,1930.6,2112.8,2221.3,2236.2,2022.5,2147.45,2185.6,2317.1,2307.9,2093.8,2036.7,2076.1,2003.8,1970.5,1852.6,1690.1,1504.73,0,8
4,02/23/11,1404.24,1352.79,1312.71,1242.68,1315.9,1372.4,1524.71,1991.3,2169,2165.9,2167.02,1981.66,2079.75,2217.59,2280.74,2255.38,2099.32,2047.48,2097.43,2040.69,2035.9,1893.1,1715.2,1551.82,0,8
5,02/24/11,1379.21,1361.01,1322.06,1307.59,1311.5,1373.5,1538.94,2000.2,2144.4,2240.4,2253.4,2030,2170,2297.7,2319.2,2285.5,2144.6,2053.88,2086.2,1996.4,2012.7,1900.4,1692.5,1511.8,0,8
6,02/25/11,1389.1,1366.4,1342.1,1324.5,1330.9,1394.5,1562.1,2028.44,2150.64,2233.14,2210.9,2017.3,2162.1,2329.8,2344,2276.9,2078.6,2059.7,2084.21,1987.62,1982.4,1867.5,1695,1574.9,0,8
7,02/26/11,1437.1,1363.8,1330.8,1310.8,1303,1341.7,1498.8,1887.3,2073.2,2135.3,2141.7,1983.1,2099,2185.04,2199.05,2153.82,1962.52,1823.8,1920.58,1913.45,1910.8,1859,1712.5,1545.99,0,8
CN,02/27/11,1392.2,1337.41,1302.46,1278.24,1275,1257.38,1290.38,1477.49,1549.99,1656.8,1702.22,1595.76,1650.21,1694.4,1693.7,1682.7,1638.5,1672.67,1742.85,1758.2,1777.3,1680.4,1561.3,1398.2,0,8
2,02/28/11,1284.4,1222.9,1179.9,1195.8,1210.6,1295.5,1488.2,1973.32,2158.12,2239,2246.65,2051.9,2180.42,2316.8,2307.7,2277.2,2117.9,2042.4,2070.4,1913.5,1846.1,1767.7,1586.9,1410.7,0,9
3,03/01/11,1396.1,1338.2,1305.5,1301.6,1312,1383.7,1549,1983.5,2050.45,2097.94,2163.7,1969.15,2066.85,2238,2230.2,2216.8,2028.1,2003.6,2037.5,1962.2,1936.8,1805.3,1639.6,1476.8,0,9
4,03/02/11,1346.7,1303,1265.4,1253,1298.8,1369.9,1553.1,2004.3,2106.5,2162,2175,1973.3,2046.4,2185,2222.24,2211.3,2115.76,2063.93,2086.09,2036.88,2005.28,1872.7,1701,1517.26,0,9
5,03/03/11,1410.63,1348.12,1282.16,1315.53,1329.8,1405.12,1525.75,1977.5,2132.7,2196.7,2187.8,1990.32,2102.15,2245.4,2272.6,2225.5,2169.5,2071.8,2100.2,2047.1,2035.3,1903.7,1745.9,1589,0,9
6,03/04/11,1444.5,1390.6,1350.2,1339.6,1354.2,1425.8,1568.7,2011.5,2160.1,2174.9,2189.5,2000.6,2150.2,2255.7,2258.3,2262.1,2213.2,2065.6,2066.58,2007.1,1964.1,1846.6,1683.6,1524.9,0,9
7,03/05/11,1405.7,1350.3,1317,1290.7,1325,1387.5,1528.4,1929.7,2075.68,2125.52,2130.73,1956.7,2072.36,2138.2,2137.4,2093.4,1960.8,1937.1,1963.6,1937.4,1967,1886.5,1823,1637.6,0,9
CN,03/06/11,1393.1,1366.3,1325.9,1303,1281.7,1279.1,1321.5,1542.96,1619.55,1689.73,1740.75,1633.11,1600.34,1679.2,1723.5,1698.5,1674.5,1703.52,1779.82,1776.42,1804.58,1748.8,1580.2,1383.51,0,9
2,03/07/11,1301.18,1241.83,1215.6,1219.21,1244.1,1337.01,1525.7,2000.3,2175.6,2235.4,2263.4,2070.8,2167.5,2306.6,2338.4,2297.4,2154.4,2072.8,2126.8,2080.7,2058.8,1956.6,1763.3,1599.9,0,10
3,03/08/11,1481.2,1406.6,1359.9,1330.7,1354.5,1430.06,1579,2053.9,2223.8,2292.8,2279.18,2080.93,2220.41,2303.05,2351.7,2305.7,2150.45,2031.55,2050.1,1981.5,2000.1,1926.7,1768.1,1610.54,0,10
4,03/09/11,1495,1426.1,1373,1373.5,1373.9,1451,1587.7,2055.4,2213.8,2260.8,2248.65,2061.78,2202.63,2298.73,2364.13,2349.15,2173.5,2112.43,2161.56,2118.81,2113.07,2009.9,1815.5,1668.97,0,10
5,03/10/11,1528.33,1455.05,1417.2,1394.9,1423,1440.95,1577.49,2030.8,2196.9,2218.7,2215.2,2058.2,2170.7,2293.6,2308.9,2326.9,2212.7,2102.8,2067.3,2103.7,2106.5,2041.5,1855.6,1698.7,0,10
6,03/11/11,1474.8,1415.2,1430.6,1411.5,1408.2,1439.3,1559.2,1986.8,2188.99,2241.27,2198.8,2062.5,2184.54,2326.99,2331.61,2326.52,2204.35,2116.67,2167.76,2098.57,2090.22,2019.9,1858.8,1708.31,0,10
7,03/12/11,1463.1,1463.43,1412.91,1382.24,1399.1,1423.53,1533.5,1922.8,2091.2,2163.3,2181.85,2000.03,2127.13,2237.2,2201.83,2180.55,1996.27,1975.69,1992.8,1956,2004,1929.9,1814.2,1585.7,0,10
CN,03/13/11,1513.03,1424.62,1367.7,1336.89,1317.9,1302.5,1349.97,1489.02,1586.73,1704.28,1775.56,1657.33,1722.66,1772.7,1776.01,1752.9,1676.9,1712.3,1808.04,1823.3,1861.9,1730.1,1562.9,1418.2,0,10
2,03/14/11,1367.8,1306.4,1276,1269.95,1280.6,1348.5,1501.9,1956.9,2153.4,2236,2216.4,2055.7,2185.65,2313.8,2294.4,2246.4,2145.1,2074.6,2132.5,2085.56,2069,2005.5,1781,1645.4,0,11
3,03/15/11,1496.4,1431.3,1392.3,1378.9,1384,1451.4,1558,2062.9,2214.4,2260.9,2223.7,2103.6,2163.5,2325.1,2346.3,2363.2,2194.7,2097.4,2131.2,2112.7,2118.4,1996,1832.9,1581.1,0,11
4,03/16/11,1492.3,1406.8,1376.7,1335.1,1360.8,1408.4,1543.3,1983.8,2172.9,2256.4,2244.7,2036.9,2169.6,2282.4,2258.6,2282,2179.9,2124,2133.6,2115.3,2115.5,1965.1,1801.9,1613.3,0,11
5,03/17/11,1478,1422.5,1392.1,1372,1373.4,1417,1552.1,1890.8,2119.2,2131.2,2096.3,1909.9,1979,2102.3,2151.2,2217.7,2057.6,2043.9,2094.2,2039.8,2033,1937.8,1728.3,1647.5,0,11
6,03/18/11,1457.92,1408,1371.78,1356.16,1355.3,1418.12,1565.88,2006.4,2136,2160,2144.7,1956.6,2018.7,2157.3,2186.5,2245.8,2146.4,2050,2093.87,2050.73,2014.45,1896.7,1690.1,1592.52,0,11
7,03/19/11,1349.79,1357.09,1334.6,1327.8,1340.5,1379.6,1496,1927.37,2141.49,2192.48,2170.17,1984.9,2047.2,2102.9,2063.2,2126.4,1966.9,1945.46,1959.09,1936.39,1954.2,1844.5,1721.8,1565.4,0,11
CN,03/20/11,1424.41,1358.78,1301.25,1274.22,1257.7,1271.05,1310,1525.6,1638.8,1614,1709.4,1595.6,1638,1665.22,1719.35,1716.15,1685.62,1723.3,1787.78,1788.22,1829.93,1753.8,1604.9,1444.69,0,11
2,03/21/11,1202.3,1186.3,1168.6,1164.8,1229.6,1320.3,1505.9,2009.2,2213.43,2304.6,2295.4,2084.6,2179.2,2293.2,2332.7,2331.2,2140.4,2151.8,2089.8,2074.8,2005.3,1968,1833,1659.1,0,12
3,03/22/11,1415.4,1356.8,1308.5,1316.4,1334.6,1414.1,1557.4,2014.3,2211.1,2280.8,2250.2,2068.3,2164.6,2279.15,2328.76,2329.06,2181.6,2131.87,2141.8,2038.5,2097.9,2002.4,1797,1641.2,0,12
4,03/23/11,1489.7,1462.1,1419.1,1406.8,1419,1467,1549.9,2070.13,2232.39,2306.05,2246.42,2046.36,2101.22,2244.81,2220.85,2251.08,2191.79,2124.84,2128.94,2030.06,1968.81,1808.3,1549.3,1464.56,0,12
5,03/24/11,1375.1,1323.9,1297.2,1286.1,1298.1,1365.1,1531.4,1963.53,2109.91,2122.22,2081.22,1892.09,2009.27,2119.44,2101.8,2179.64,2078.55,1999.38,2052.55,2008.3,1932.54,1801.7,1630.4,1482.63,0,12
6,03/25/11,1398.53,1325.2,1329.69,1281.69,1306.7,1380.25,1500.77,1963.45,2139.79,2175.9,2166.3,1992,2022.4,2166,2209.7,2223.46,2158.09,2024.83,2064.67,2007.55,1968.7,1803.6,1620.5,1466.76,0,12
7,03/26/11,1358,1298,1204.6,1259.7,1280.7,1312.3,1479.5,1866.1,2028.2,2119.1,2095.9,1868.2,1993.4,2074.3,2062.6,2069.1,1974.4,1904.8,1951.7,1921.6,1901.4,1805.7,1611.3,1446.1,0,12
CN,03/27/11,1388.1,1319.6,1285.9,1239,1233.3,1232.7,1296.3,1479.6,1581,1663.1,1710.1,1594.3,1607.4,1647.8,1630.05,1634.33,1660.7,1673.82,1788.96,1771.9,1796.05,1662.4,1461.7,1311.3,0,12
2,03/28/11,1232.9,1177.6,1160,1154.4,1161.6,1253.9,1439.2,1928.5,2107.5,2169.9,2177.4,1999.95,2129.55,2223.49,2228.71,2285.27,2125.75,2086.58,2094.63,2051.62,2044.11,1934.4,1639.4,1427.25,0,13
3,03/29/11,1336.15,1329.83,1311.9,1296.18,1310.4,1380.8,1533.95,1987.71,2164.31,2231.94,2223.6,1991.02,2108.57,2208.1,2254.8,2274.4,2178.2,2058.2,2082.1,2018.6,1985.45,1872.3,1656,1426.8,0,13
4,03/30/11,1366.9,1274.1,1302.4,1294.1,1287.7,1358.8,1527.2,1932.96,2093.74,2180.47,2151.7,1955.2,2046.07,2161.72,2127.47,2229.34,2091.68,2053.65,2064.34,1988.04,1974.62,1778.4,1578,1440.62,0,13
5,03/31/11,1402.9,1337.13,1305.22,1297.02,1292.3,1367.31,1509.8,1948.74,2122.52,2094.35,2147.88,2029.9,2114.82,2221,2243.79,2266.11,2113.28,2034.82,2082.4,2033.6,2024.7,1925.2,1750.6,1563.8,0,13
6,04/01/11,1465.92,1405,1366.5,1353.71,1367,1418.94,1546.71,2008.35,2155.7,2188.6,2213.3,2026.2,2125.8,2264.6,2276.3,2286.2,2144.8,2093.9,2107.8,2065.3,2053.3,1965.9,1788,1614,0,13
7,04/02/11,1501.5,1438.1,1401.2,1377.8,1387.5,1420.6,1536.8,1860.6,2121,2034.8,2121.7,1949.9,2033.25,2112.64,2101.1,2118.5,1986,1943.45,1956.3,1929.3,1954.5,1876.8,1732,1569.75,0,13
CN,04/03/11,1321.2,1293.68,1248.95,1237.33,1212.5,1289.75,1334.95,1502.6,1596.4,1684.8,1722.1,1592.1,1622.6,1660.12,1676.7,1675.91,1644.2,1716.1,1798.24,1793.05,1819.14,1717.3,1570.7,1423.66,0,13
2,04/04/11,1292.12,1261.21,1212.42,1212.69,1240.7,1343.14,1489.07,2041.1,2195.5,2246.6,2250.17,2040.66,2104.3,2263.1,2301.5,2324.1,2182.8,2114.55,2086.58,2017.94,1994.21,1867.9,1691.8,1520.29,0,14
3,04/05/11,1420.5,1364.3,1337,1325.6,1324.7,1393.3,1538.8,2010.5,2161.2,2230.6,2219.4,2030,2167.4,2321.42,2343.72,2298.49,2165.18,2070.97,2079.01,2047.8,2046.56,1942,1761.2,1558.83,0,14
4,04/06/11,1498.14,1411.88,1374.65,1354.63,1361.3,1422.18,1561.16,2069.7,2185.9,2278.8,2264.8,2063.7,2181.6,2311.8,2340.4,2367.1,2191.2,2049.7,2055.6,2051.9,2052.3,1913.6,1754.3,1591.4,0,14
5,04/07/11,1408.8,1393.3,1358.3,1343.2,1341.4,1417.2,1547.4,2033.6,2190.5,2244.5,2277.2,2046.9,2212,2350.34,2383.78,2344.18,2134.95,2061.4,2109.44,2067.23,2044.7,1930.3,1781,1614.62,0,14
6,04/08/11,1469.47,1339.73,1361.35,1353.31,1357,1405.8,1542.02,2002.94,2184.19,2239.74,2262.6,2037.92,2201.19,2384.45,2381.69,2357.8,2185.17,2080.3,2111.3,2067.96,2034.97,1955.2,1779.3,1619.74,0,14
7,04/09/11,1475.2,1412.6,1380.6,1362.4,1358.8,1408.4,1526.9,2013.3,2177.3,2264.7,2244.7,2043.1,2153.7,2280.7,2284.2,2213.6,1971.6,1907.1,1955.9,1923.8,1927.1,1875.2,1699.4,1591.7,0,14
CN,04/10/11,1376.4,1394.48,1316.93,1283.7,1297.2,1292.79,1293.01,1446.3,1558.6,1643.7,1676.6,1575.6,1644.9,1703.3,1686.4,1668.7,1604.6,1628.5,1732.9,1711.3,1750.5,1704.1,1541.6,1412.9,0,14
2,04/11/11,1277.5,1219.4,1213.7,1204.5,1201.1,1257,1413.2,1806.8,1974.9,2071.1,2099.1,1935.5,2036.2,2152.6,2141.6,2113,1959.1,1922.9,1957.15,1874.65,1887.44,1813.5,1640.6,1497.57,0,15
3,04/12/11,1326.57,1263.4,1222.8,1248.5,1231.7,1231.6,1243,1407.8,1478.7,1533.7,1568.9,1474.9,1476.1,1528.3,1569.5,1576.4,1575.94,1573.4,1674,1673.3,1690.3,1617.4,1459.3,1293.6,1,15
4,04/13/11,1172.88,1170.46,1144.97,1144.06,1149.4,1275,1436.04,1943.5,2155.6,2121,2269.8,2061.8,2167,2336.1,2370.4,2349.64,2176.46,2072.26,2105.75,2057.81,2037.35,1924.3,1739.5,1541.3,0,15
5,04/14/11,1379.1,1375.55,1345.19,1338.7,1349.8,1418.4,1576.8,2017.7,2212.1,2289.8,2271.3,2071.5,2174.7,2371.9,2391.7,2382.6,2174.7,2041.5,2083.5,2042,2056.4,1951.7,1789.7,1610.3,0,15
6,04/15/11,1481.9,1415.7,1392.13,1349.45,1379.6,1458.82,1601.33,2097.4,2241.7,2318.9,2325,2066.9,2215,2382.8,2407.9,2357.5,2198.1,2071.18,2137.36,2080.8,2074.02,1985.3,1816.4,1662.27,0,15
7,04/16/11,1522.14,1442.61,1407,1394.38,1391.2,1431.24,1581.97,2054.94,2216.39,2310.02,2316.35,2108.45,2164.01,2336.3,2335.4,2256.8,2021.6,1915.3,2023.3,2008.3,2036.8,1979.7,1838.8,1684,0,15
CN,04/17/11,1553.13,1472.54,1410.71,1387.65,1370.5,1366.01,1400.7,1556.36,1671.03,1785.42,1816.18,1715.29,1780.93,1823.86,1817.57,1804.4,1747.28,1751.7,1827.41,1856.7,1907.3,1887.6,1726.2,1560.6,0,15
2,04/18/11,1449.19,1370.7,1354,1441.7,1350.9,1416.2,1547.6,2095.3,2209.9,2404.8,2409.1,2176,2327.3,2462.98,2467.94,2377.7,2208,2088.9,2149.7,2135.7,2109.2,2027,1799.3,1516.16,0,16
3,04/19/11,1349.19,1293.47,1270.9,1239.72,1288.9,1348.08,1529.09,1970.4,2100.5,2218.6,2255.3,2075.1,2174.7,2359.05,2361.8,2338.7,2174.1,2129.13,2125.27,2082.1,2048.56,1931.6,1737.2,1603.3,0,16
4,04/20/11,1470.78,1426.6,1375.35,1370.16,1375.9,1438.4,1585.69,2076.73,2260.6,2324.93,2335.46,2121.65,2206,2393.9,2410.1,2198,2265.8,2156.1,2096.48,2078.49,2060.73,1939.3,1757.1,1599.55,0,16
5,04/21/11,1432.41,1413.96,1374.3,1367.6,1375.8,1430.53,1578.2,2066.1,2250.4,2336,2309.9,2098.7,2180.8,2368.8,2384.5,2361.3,2184.3,2058.6,2027.9,2075.5,2092.9,1995.5,1805.3,1589.75,0,16
6,04/22/11,1498.2,1424.7,1398.6,1374.6,1382.6,1443.5,1596,2098.86,2267.26,2304.52,2316,2090.54,2203.76,2330.32,2404.9,2311.8,2200,2059.4,2127.9,2051.2,2076.7,1999.2,1843,1661.8,0,16
7,04/23/11,1528.1,1447.7,1400.7,1404.5,1402.2,1436.8,1585.6,2027.43,2152.54,2233.48,2238,2018.08,2158.4,2248.4,2307.48,2141.64,2006.8,1940.54,1973.18,1964.1,1990.6,1935.5,1799.3,1603.2,0,16
CN,04/24/11,1523.67,1421.95,1390.98,1673.13,1357.4,1347.5,1356.34,1568.5,1672.5,1764.2,1791.6,1695.4,1730.9,1769.81,1706,1731.63,1678.53,1710.13,1806.7,1820.7,1870.5,1839.3,1684,1549.5,0,16
2,04/25/11,1436.7,1357.8,1320.5,1312.9,1325,1390.5,1574.8,2063.9,2252,2341,2356.8,2126.4,2257.5,2448.3,2441.8,2420.9,2247.9,2149.3,2177.9,2144.7,2035.7,2028.5,1857.6,1697.2,0,17
3,04/26/11,1533.6,1491,1446.5,1430.9,1427.7,1477.8,1621.4,2065.7,2285.8,2391.1,2287.2,2175.6,2258.1,2275.2,2428.2,2409.87,2217.1,2095.13,2176.32,2143.8,2171.8,2066.2,1869.2,1728.86,0,17
4,04/27/11,1597.1,1524.9,1493.2,1479.6,1459.7,1530.8,1646.7,2127.2,2334.1,2353.7,2345.9,2178.1,2294.7,2363.2,2375.9,2409.8,2200,2117.5,2171.1,2149.8,2166,2094.4,1915.5,1749.3,0,17
5,04/28/11,1602.1,1453.1,1501.8,1490.8,1477,1524,1641.5,2159.8,2302,2359.5,2387,2177.5,2311.7,2439.6,2470.1,2446,2240.4,2113.5,2160.8,2118.3,2139.5,2058.6,1996.4,1734.1,0,17
6,04/29/11,1609.3,1530.9,1496.1,1461.1,1455.1,1491.7,1624.8,2093.69,2280.7,2321.7,2349.6,2123,2243.2,2354.3,2294.7,2236.6,2019.58,1927.67,1965.3,1937.3,1950.4,1927.2,1783.1,1618.7,0,17
7,04/30/11,1455.4,1364.8,1304.7,1257.5,1223.9,1202.8,1205.1,1269.74,1333.4,1383.7,1428.93,1434.53,1461.3,1476.5,1473.2,1464.2,1447.7,1477,1524.2,1536,1556.3,1542.5,1475.7,1327.53,1,17
CN,05/01/11,1250.82,1195.6,1139.6,1109.6,1085.5,1066.8,1060.5,1116.1,1179.2,1272.8,1307.9,1315.2,1343,1353.7,1317.4,1314,1333.5,1431.5,1490.8,1511.8,1574.3,1552.1,1454.4,1326.4,1,17
2,05/02/11,1201.4,1156.4,1099.2,1082.9,1192,1096.3,1197.2,1442.2,1616.9,1705.9,1764.7,1687.3,1748.9,1820.1,1745.6,1819.1,1766.7,1737.8,1805.9,1747.4,1800.2,1752.4,1621.9,1399.1,0,18
3,05/03/11,1335.8,1273.6,1237.8,1231.1,1237.7,1296,1451.4,1898,2036.4,2116.8,2155.7,2004.4,2115.3,2217.7,2228.79,2218.33,2098.05,2041.54,2073.6,2058.5,2083.8,2021.9,1865.3,1705.3,0,18
4,05/04/11,1584.5,1521.9,1486.2,1466.3,1480.8,1529.7,1618,2152.2,2350.7,2442.67,2440.3,2230.5,2328.8,2472.16,2480.3,2451.79,2241.8,2126.8,2185.8,2150.3,2164.5,2101.3,1841.9,1678.4,0,18
5,05/05/11,1612.6,1535.81,1500.57,1483.22,1496.2,1509.43,1654.85,2176.5,2337.9,2405,2392.51,2198.8,2312.4,2454.2,2395.94,2399.1,2216.4,2130.9,2144,2159.73,2167.81,2084.4,1923.4,1762.6,0,18
6,05/06/11,1617.7,1538.5,1462.3,1464.7,1459.5,1505.2,1658.2,2203.9,2353.8,2401.8,2397.2,2187.7,2262.1,2489.7,2501.04,2447.5,2267.39,2146.52,2199.9,2190.7,2221.7,2154.2,2019.3,1841.9,0,18
7,05/07/11,1708.69,1639.5,1549.98,1536.66,1520.4,1519.05,1671.15,2113,2227.4,2348.5,2354.4,2048.7,2221.5,2321.6,2300,2262.4,2027.1,1991.2,1960.8,1970.4,2066.8,2018.4,1832.2,1681.4,0,18
CN,05/08/11,1496.5,1464.2,1426.3,1405.9,1381.1,1366.7,1422.3,1564.75,1733.58,1810.44,1874.65,1766.96,1855.96,1910.9,1922.6,1879,1763.4,1775,1908.9,1949.4,2023.3,2000.8,1851.1,1696.2,0,18
2,05/09/11,1590.8,1505.6,1450.8,1436.1,1442.9,1476.35,1639.9,2168.2,2354.6,2398.6,2472.75,2263,2397,2542.28,2536.17,2507.41,2303.76,2207.1,2237.23,2252.68,2310.17,2258.7,2061.2,1808.18,0,19
3,05/10/11,1683.92,1679.19,1609.32,1575.38,1573.5,1588.89,1712.64,2167.94,2343.84,2393.92,2409.01,2264.38,2376.69,2536.27,2514.92,2486.68,2324.82,2213.83,2216.1,2192.65,2207.2,2146.6,1991.9,1839.2,0,19
4,05/11/11,1697.4,1621.8,1551.6,1524.4,1534.7,1578.6,1685,2206.9,2231.7,2461.9,2457.3,2206.5,2289.3,2447.8,2442.4,2419.2,2278.5,2132.8,2186.4,2164.6,2174.2,2093.3,1938.1,1765.4,0,19
5,05/12/11,1590.8,1567.2,1512.1,1490.2,1496.4,1528.7,1639,2166.3,2332.6,2395,2392.4,2169,2224.4,2345.1,2337.4,2340.7,2223.7,2127.4,2111.5,2067.7,2062.1,1921.7,1753.7,1581.8,0,19
6,05/13/11,1507.2,1443.3,1403.6,1391.8,1403.3,1466.8,1622.6,2153.2,2314.3,2399.1,2412,2191.6,2298.5,2457.8,2395.5,2333.5,2184.6,2152.8,2110.9,2108.3,2074.1,1978.9,1815.6,1636.2,0,19
7,05/14/11,1489.63,1459.78,1446.96,1437.79,1433.1,1485.38,1654.61,2106.3,2284.1,2364,2340.6,2038,2086,2172.1,2169.5,2172.8,2017.1,1944.9,2019.3,1999.2,2000.3,1931,1859.1,1621.8,0,19
CN,05/15/11,1612.78,1525.58,1435.06,1388,1347.6,1337.57,1388.2,1568.5,1685,1784.6,1812.7,1712.2,1743,1812.66,1790.8,1760.65,1726.97,1721.7,1812.6,1841.82,1918.05,1874.4,1731.9,1547.56,0,19
2,05/16/11,1422.4,1333.5,1288.3,1282.2,1291.4,1375.1,1562.5,2096.28,2294.4,2393.5,2408.5,2220.9,2328.6,2511,2502.1,2455.2,2255.9,2150.4,2191.7,2174.2,2199.6,2112,1933.9,1754.7,0,20
3,05/17/11,1626.1,1537.9,1504,1483.1,1476.3,1520.7,1677.38,2171.9,2320.3,2416.4,2441.9,2221.7,2379.65,2392.95,2521.22,2527.98,2460.17,2264.63,2214.3,2200.5,2172,2106.8,1952.8,1789.9,0,20
4,05/18/11,1738.5,1651.6,1532.6,1515.9,1499.9,1507.2,1653.7,2156.1,2325.8,2406.2,2393.95,2183.64,2311.8,2398.5,2348.44,2356.38,2186.7,2046.96,2044.6,2080.2,2065.9,1892.8,1757.8,1599.1,0,20
5,05/19/11,1479,1308.2,1376.1,1361.5,1373.5,1440.6,1609.9,2137.9,2301.2,2400.4,2390.3,2160.8,2288.8,2436.4,2432.7,2403,2209.9,2075.4,2122,2098.7,2103.7,2074,1893.5,1721.8,0,20
6,05/20/11,1578.6,1512.7,1461.9,1415.4,1447.8,1508.6,1677.2,2154.1,2336.96,2395.57,2376.89,2183.4,2309.4,2464.7,2501.2,2476.5,2285.8,2186.04,2178.27,2091.08,2098.05,1991,1869.1,1680.2,0,20
7,05/21/11,1571.3,1497.2,1453.5,1437,1427.5,1452.6,1615.9,2035.5,2268.5,2263.9,2367.6,2139,2261.1,2357.05,2341.5,2271.01,2045.02,1940.4,2055.97,2030.88,2087.06,2064.8,1922.6,1684.2,0,20
CN,05/22/11,1635.95,1526.1,1464.05,1429,1395.3,1375.8,1396.57,1536.4,1652.9,1765.8,1818.8,1744.9,1796.12,1801.32,1835.9,1820,1779.6,1740.9,1749.2,1909.1,2001,1978.7,1869.8,1714,0,20
2,05/23/11,1565,1474.5,1419.2,1389.3,1385.1,1458.6,1630.1,2168.3,2334.4,2440.1,2459.9,2222.55,2348.44,2467.88,2449.79,2411.33,2194.53,2103.08,2176,2169,2205.3,2128.4,1953.3,1687.8,0,21
3,05/24/11,1675.9,1589.1,1537.3,1507.4,1503.2,1526.7,1695.1,2193.14,2404.49,2489.69,2442.6,2210.1,2325.2,2478,2521.1,2475.9,2323,2189.9,2200.5,2177.7,2206.5,2106.7,1955.4,1805.6,0,21
4,05/25/11,1660.8,1586.6,1541.9,1521.7,1515.4,1551.6,1682,2205,2386.5,2478.4,2349.4,2120.3,2185.4,2362.72,2414.23,2422.64,2216.2,2149.31,2150.46,2124.34,2110.35,1951.3,1781.8,1633.77,0,21
5,05/26/11,1482.92,1420.32,1377.41,1362.03,1348.9,1404,1572.43,2029.8,2208.4,2251.7,2270,2094.7,2201,2351.7,2392.6,2417.7,2160.4,2107.4,2151.8,2129.3,2017.1,1977.2,1803.6,1635.8,0,21
6,05/27/11,1588.8,1523.4,1467.3,1442.7,1442.1,1472.3,1622.7,2141,2319.1,2382.7,2404.6,2113.2,2230.5,2327.2,2339.8,2347.7,2181,2039.7,2080.2,2046.6,2048.2,1927.1,1786.2,1609.2,0,21
7,05/28/11,1482.5,1408.9,1374.7,1359.7,1347.5,1404.1,1567.8,2009.57,2182.08,2256.1,2265,2041.6,2179.9,2235.2,2238.2,2066.7,2026.7,1923.2,1937.2,1923.1,1846,1800.5,1610.6,1458.4,0,21
CN,05/29/11,1334.3,1304.9,1261.7,1236,1215.2,1229.5,1270.3,1465.7,1602.7,1672.1,1704.7,1567.3,1525.8,1531.3,1568.5,1586.4,1656.4,1671.7,1670.9,1695.2,1696.4,1589.1,1382.1,1252.2,0,21
2,05/30/11,1150.7,1116.1,1102,1092.6,1121.1,1224.1,1457.8,1948.7,2145.6,2248.75,2272.5,2033.8,2133.3,2289.35,2323.6,2319.5,2136.5,1992.07,1995.9,1929,1870.4,1718.5,1536.1,1333,0,22
3,05/31/11,1310.7,1256.37,1236.95,1225.63,1238,1310.85,1509.5,1980.6,2192.2,2301.1,2316.8,2099.2,2170.3,2252.9,2250.6,2240.7,2094.4,1978.5,2035.5,1986.4,1958,1828.1,1672.3,1486.5,0,22
